code,country,year,start,event_name,crisis_category,hazard_type,displaced
CAN,Canada,2020,2020-08-10,Canada: Wildfire (Red Lake 49) - Ontario (Red Lake) - 10/08/2020,Weather related,Wildfire,3800
VNM,Vietnam,2020,2020-06-10,Viet Nam: Thunderstorms - Mekong Delta (Can Tho) - 10/06,Weather related,Storm,4
THA,Thailand,2020,2020-08-01,"Lao PDR, Thailand, Vietnam: Tropical Cyclone Sinlaku - 01/08/2019",Weather related,Storm,4500
UGA,Uganda,2020,2020-05-01,"Uganda: Overflow of Lake Albert- Northern Region (Pakwach, Ntoroko district)- 01/05/2020",Weather related,Flood,2700
TCD,Chad,2020,2020-05-17,Chad: Tornado - Mayo Kebbi Ouest (Gagal province) - 17/05/2020,Weather related,Storm,200
CIV,Côte d'Ivoire,2020,2020-05-10,Côte d’Ivoire: Tornado - (Gontougo - Bouatia) - 10/05/2020,Weather related,Storm,120
IDN,Indonesia,2020,2020-10-10,Indonesia: Flood - DKI Jakarta - 10/10/2020,Weather related,Flood,2800
ISR,Israel,2020,2020-05-16,"Israel, Palestine: Fires - Central, Northern and Southern Districts - 16/05/2020",Weather related,Wildfire,74
PSE,West Bank and Gaza,2020,2020-05-16,"Israel, Palestine: Fires - Central, Northern and Southern Districts - 16/05/2020",Weather related,Wildfire,2
ARG,Argentina,2020,2020-02-19,Argentina: Floods - El Chaco - 19/02/2020,Weather related,Flood,200
ARG,Argentina,2020,2020-01-15,Argentina: Floods - Santa Cruz (Río Gallegos) - 15/01/2020,Weather related,Flood,6
PHL,Philippines,2020,2020-05-10,Philippines: Typhoon Vongfong (Ambo) - 9 regions - 10/05/2020,Weather related,Storm,298000
ARG,Argentina,2020,2020-02-11,"Argentina: Floods - Salta, Tucuman and El Chaco - 11/02/2020",Weather related,Flood,800
ARG,Argentina,2020,2020-02-19,Argentina: Floods - Salta (San Antonio de los Cobres) - 19/02/2020,Weather related,Flood,32
ARG,Argentina,2020,2020-03-02,Argentina: Floods - Salta - 02/04/2020,Weather related,Flood,14
NPL,Nepal,2020,2020-05-22,Nepal - Landslide - Province No.5 (Palpa/Tansen/ Bandipokhara) - 10/06/2020,Weather related,Mass Movement,2
ARG,Argentina,2020,2020-01-15,Argentina: Floods  - Jujuy  (Yuto) - 14/01/2020,Weather related,Flood,48
ARG,Argentina,2020,2020-02-18,Argentina: Floods  - Corrientes - 18/02/2020,Weather related,Flood,130
CHN,China,2020,2020-05-06,"China: Storm -  Hubei, Hunan, Chongqing and Sichuan - 06/05/2020",Weather related,Storm,400
CHN,China,2020,2020-05-09,"China: Storm -  Fujian, Jiangxi, Chongqing, Sichuan, Guizhou (Tongren City) - 09/05/2020",Weather related,Storm,500
AFG,Afghanistan,2020,2020-05-17,Afghanistan: Floods - Nuristan - 17/05/2020,Weather related,Flood,30
CHN,China,2020,2020-05-18,"China: Earthquake - Yunnan (Qiaojia County, Zhaotong City) - 18/05/2020",Geophysical,Earthquake,500
USA,United States,2020,2020-07-04,USA: Wildfire - Idaho (North Bannock County) - 04/07/2020,Weather related,Wildfire,10
AFG,Afghanistan,2020,2020-05-03,Afghanistan: Floods - Faryab - 03/05/2020,Weather related,Mass Movement,1500
KEN,Kenya,2020,2020-03-01,Kenya: Flood - 8 regions (43 counties) - 01/03/2020,Weather related,Flood,254000
UGA,Uganda,2020,2020-05-05,Uganda: Floods- Western Region (Kasese and Bundibugyo districts)- 05/05/2020,Weather related,Flood,8300
USA,United States,2020,2020-07-05,USA: Wildfire (Park) - California (Santa Clara) - 05/07/2020,Weather related,Wildfire,26
USA,United States,2020,2020-07-06,USA: Wildfire - California (Solano County) - 06/07/2020,Weather related,Wildfire,78
PER,Peru,2020,2020-09-13,Peru: Strong winds - San Martin (Campanilla) - 13/09/2020,Weather related,Storm,10
IDN,Indonesia,2020,2020-06-22,Indonesia: Flood - Central Kalimantan (Kotawaringin Barat Regency) - 22/06/2020,Weather related,Flood,600
CHN,China,2020,2020-06-07,"China: Landslide - Guangxi (Puyi Township, Yangshuo County) - 07/06/2020",Weather related,Mass Movement,120
CHN,China,2020,2020-06-07,"China: Landslide - Guangxi (Gaotian Town, Yangshuo County) - 07/06/2020",Weather related,Mass Movement,78
LBR,Liberia,2020,2020-06-19,Liberia: Storm - Bong county (Zota district) - 19/06/2020,Weather related,Storm,500
FRA,France,2020,2020-06-26,France: Storm - Belfort - 26/06/2020,Weather related,Storm,62
CIV,Côte d'Ivoire,2020,2020-06-19,Cote d'Ivoire: Flood - Lagunes (Grand Lahou) - 19/06/2020,Weather related,Storm,70
CHN,China,2020,2020-06-07,"China: Landslide - Guangxi (Maling Town, Lipu City) - 07/06/2020",Weather related,Mass Movement,590
CHN,China,2020,2020-06-07,China: Landslide - Guangxi (Yongfu County) - 07/06/2020,Weather related,Mass Movement,70
PAK,Pakistan,2020,2020-02-29,Pakistan: Extreme winter conditions - KP - 29/02/2020,Weather related,Extreme Temperature,710
VNM,Vietnam,2020,2020-06-28,Viet Nam: Floods - Northeast ( Ha Giang/Bac Quang/Tan Thanh commune) - 28/06/2020,Weather related,Flood,4
USA,United States,2020,2020-06-28,USA: Flash Floods - Massachusetts ( Norfolk County) - 28/06/2020,Weather related,Flood,90
CIV,Côte d'Ivoire,2020,2020-05-17,Cote d'Ivoire: Floods - 12 localities - 17/06/2020,Weather related,Flood,1700
PHL,Philippines,2020,2020-06-28,Philippines: Flash flood - Davao del Sur (Digos) - 28/06/2020,Weather related,Flood,1800
USA,United States,2020,2020-06-17,USA: Flood - Virginia (Botetourt county) - 17/06/2020,Weather related,Flood,24
IDN,Indonesia,2020,2020-06-20,Indonesia: Flooding - Central Kalimantan (Lamandau Regency) - 20/06/2020,Weather related,Flood,1100
TUR,Türkiye,2020,2020-06-24,Turkey: Floods - Esenyurt - 24/06/2020,Weather related,Flood,2
USA,United States,2020,2020-06-17,USA: Flood - Virginia (Roanoke county) - 17/06/2020,Weather related,Flood,11
USA,United States,2020,2020-06-17,USA: Flood - North Carolina (Nash county) - 17/06/2020,Weather related,Flood,44
PER,Peru,2020,2020-09-13,Peru: Strong winds - San Martin (La banda del Shilcayo) - 13/09/2020,Weather related,Storm,7
MDG,Madagascar,2020,2020-01-17,Madagascar: Cyclone Diane - 10 regions - 17/01/2020,Weather related,Flood,17000
CAN,Canada,2020,2020-07-05,Canada: Flood - British Columbia (Regional District of Thompson-Nicola) - 05/07/2020,Weather related,Mass Movement,30
IDN,Indonesia,2020,2020-06-26,Indonesia: Landslide - South Sulawesi (Palopo City) - 26/06/2020,Weather related,Mass Movement,33
MDG,Madagascar,2020,2020-02-14,"Madagascar: Cyclone Francisco - Atsinanana, Menabe - 14/02/2020",Weather related,Storm,3300
VNM,Vietnam,2020,2020-07-01,"Viet Nam: Storm - Northeast (Nghe An/Quy Chau,Que Phong districts) - 01/07/2020",Weather related,Storm,4
USA,United States,2020,2020-06-27,USA: Wildfire (Avondale) - Arizona (Maricopa County) - 27/06/2020,Weather related,Wildfire,390
CHL,Chile,2020,2020-07-09,Chile: Floods - Araucanía - 10/07/2020,Weather related,Flood,45
IND,India,2020,2020-05-24,India: Landslides - Sikkim (North Sikkim) [monsoon] - 24/05/2020,Weather related,Mass Movement,60
BGD,Bangladesh,2020,2020-06-26,Bangladesh: Flood [monsoon] - Countrywide - 26/06/2020,Weather related,Flood,1921000
IDN,Indonesia,2020,2020-06-22,Indonesia: Flood - North Sulawesi (Bolaang Mongondow Selatan Regency) - 22/06/2020,Weather related,Flood,4
VNM,Vietnam,2020,2020-07-01,Viet Nam: Storm - Northeast (Tuyen Quang/Ham Yen district) - 01/07/2020,Weather related,Storm,4
VNM,Vietnam,2020,2020-07-01,"Viet Nam: Floods - Northeast (Ha Giang/Vi  Xuyen, Xin Man district) - 01/07/2020",Weather related,Flood,7
USA,United States,2020,2020-06-27,USA: Wildfire (Poeville Road) - Nevada (Washoe County) - 27/06/2020,Weather related,Wildfire,2600
USA,United States,2020,2020-06-17,USA: Wildfire (Nelson) - California (Butte County) - 17/06/2020,Weather related,Wildfire,10
BIH,Bosnia and Herzegovina,2020,2020-06-22,Bosnia and Herzegovina: Floods - North East - 22/06/2020,Weather related,Flood,900
LKA,Sri Lanka,2020,2020-07-01,Sri Lanka: Risk of Landslide - Central (Kandy/Ganga ihala korale) - 01/07/2020,Weather related,Mass Movement,70
COL,Colombia,2020,2020-05-09,Colombia: Flood - Chocó (Bojayá) - 09/05/2020,Weather related,Flood,1300
COL,Colombia,2020,2020-06-27,Colombia: Flood - Meta (Guamal) - 27/06/2020,Weather related,Flood,1500
VNM,Vietnam,2020,2020-06-29,Viet Nam: Forestfire - North Central Coast (Nghe An) - 30/06/2020,Weather related,Wildfire,720
USA,United States,2020,2020-06-25,USA: Wildfire (Canal) - Utah (Millard County) - 25/06/2020,Weather related,Wildfire,500
USA,United States,2020,2020-06-28,USA: Wildfire (Knolls) - Utah (Utah County) - 28/06/2020,Weather related,Wildfire,13000
USA,United States,2020,2020-07-02,"USA: Wildfire - Hawaii (Waianae, Honolulu county) - 02/07/2020",Weather related,Wildfire,13
USA,United States,2020,2020-06-28,USA: Wildfire - California (Imperial County) - 28/06/2020,Weather related,Wildfire,550
USA,United States,2020,2020-05-18,"USA: Flood from Dam Failure - Michigan (Arenac, Gladwin, Iosco, Midland, Saginaw counties) - 19/05/2020",Weather related,Flood,12000
IND,India,2020,2020-06-18,India: Storm [monsoon] - Maharashtra (Mumbai) - 18/06/2020,Weather related,Storm,5
BGD,Bangladesh,2020,2020-06-18,Bangladesh: Tornado - Chittagong (Brahmanbaria) - 18/06/2020,Weather related,Storm,50
PHL,Philippines,2020,2020-06-24,Philippines: Flash flood - Zamboanga (Zamboanga Sibugay) - 24/06/2020,Weather related,Flood,13
SLV,El Salvador,2020,2020-10-03,"El Salvador: Floods - San Vicente (Tecoluca, Bajo Lempa) - 03/10/2020",Weather related,Flood,90
SLV,El Salvador,2020,2020-06-05,El Salvador: Floods - San Miguel (La Canoa) - 05/06/2020,Weather related,Flood,30
IND,India,2020,2020-06-15,India: Flood [monsoon] - Madhya Pradesh - 15/06/2020,Weather related,Flood,9300
PER,Peru,2020,2020-09-09,Peru: Strong winds - San Martin (Elias Soplin Vargas) - 09/09/2020,Weather related,Storm,27
IND,India,2020,2020-06-15,India: Tornado [monsoon] - Odisha (Kendrapara) - 15/06/2020,Weather related,Storm,100
IND,India,2020,2020-06-01,India: Flood [monsoon] - Kerala - June 2020,Weather related,Flood,25000
UGA,Uganda,2020,2020-07-04,Uganda: Floods- Central Region (Nakasongola District)- 04/07/2020,Weather related,Flood,720
VNM,Vietnam,2020,2020-07-04,Viet Nam: Landslide - Ca Mau (Nam Can District/Tam Giang commune) - 04/07/2020,Weather related,Mass Movement,43
IND,India,2020,2020-06-01,India: Flood [monsoon] - Karnataka - June 2020,Weather related,Flood,6800
ARG,Argentina,2020,2020-07-01,Argentina: Landslides - Sauce Viejo - 01/07/2020,Weather related,Flood,35
CHL,Chile,2020,2020-07-04,Chile: Flood - Valparaiso and Biobio - 04/07/2020,Weather related,Flood,220
USA,United States,2020,2020-07-13,USA: Wildfire (Vejo West) - Utah (Washington County) - 13/07/2020,Weather related,Wildfire,3000
SRB,Serbia,2020,2020-06-24,"Serbia: Floods - Lucani, Slatina and Ljubovija - 24/06/2020",Weather related,Flood,880
USA,United States,2020,2020-07-05,USA: Wildfire (Soledad) - California (Santa Clarita County) - 05/07/2020,Weather related,Wildfire,12
USA,United States,2020,2020-07-05,USA: Wildfire (Stockton) - California (San Joaquin County) - 05/07/2020,Weather related,Wildfire,21
URY,Uruguay,2020,2020-06-24,Uruguay: Floods - Montevideo and Lavalleja - 24/06/2020,Weather related,Flood,360
CAN,Canada,2020,2020-06-18,Canada: Landslide - British Columbia (Old Fort) - 18/06/2020,Weather related,Mass Movement,57
ARG,Argentina,2020,2020-02-10,Argentina: Floods - Salta (Oran and Tartagal) -10/02/2020,Weather related,Flood,22
MYS,Malaysia,2020,2020-06-27,"Malaysia: Flood - Sabah (5 districts), Sarawak - 27/06/2020",Weather related,Flood,1100
ROU,Romania,2020,2020-06-25,Romania: Floods - Hunedoara and Gorj - 25/06/2020,Weather related,Flood,280
USA,United States,2020,2020-07-21,USA: Storm - Florida (Pasco County) - 21/07/2020,Weather related,Storm,2
SDN,Sudan,2020,2020-07-01,Sudan: Flood - countrywide - 01/07/2020,Weather related,Flood,454000
IND,India,2020,2020-05-23,India: Riverine flood - Assam - 23/05/2020,Weather related,Flood,22000
IDN,Indonesia,2020,2020-08-03,Indonesia: Storm - Aceh (South Aceh Regency) - 03/08/2020,Weather related,Storm,29
USA,United States,2020,2020-07-12,USA: Wildfire (Green Meadows) - Colorado (San Miguel County) - 12/07/2020,Weather related,Wildfire,36
PHL,Philippines,2020,2020-06-24,Philippines: Dry mass movement - Negros Occidental (Bago) -  24/06/2020,Geophysical,Mass Movement,76
MYS,Malaysia,2020,2020-07-13,"Malaysia: Flash floods - Johor (Batu Pahat, Tangkak, Muar, Pontian) - 13/07/2020",Weather related,Flood,1300
USA,United States,2020,2020-07-21,USA: Storm - Virginia (Henrico County) - 21/07/2020,Weather related,Storm,10
BOL,Bolivia,2020,2020-06-22,Bolivia: Floods - Santa Cruz  (Laguna Palma Verde) - 22/06/2020 ,Weather related,Flood,450
USA,United States,2020,2020-06-29,USA: Wildfire (Chatridge 2) - Colorado (Douglas County) - 29/06/2020,Weather related,Wildfire,710
USA,United States,2020,2020-04-12,USA: Tornado - Texas (Blanco and Gillespie counties) - 12/04/2020,Weather related,Storm,29
CAN,Canada,2020,2020-07-04,Canada: Landslide - British Columbia (Regional District of Fraser-Fort George) - 04/07/2020,Weather related,Mass Movement,23
TUR,Türkiye,2020,2020-07-13,"Turkey: Floods - Rize (Madenli, Köprübaşı, Sarısu) - 14/07/2020",Weather related,Flood,11
CAN,Canada,2020,2020-06-30,Canada: Flood - Manitoba - 30/06/2020,Weather related,Flood,190
USA,United States,2020,2020-07-06,USA: Wildfire (Crews) - California (Santa Clara County) - 06/07/2020,Weather related,Wildfire,70
USA,United States,2020,2020-07-08,USA: Floods - South Carolina (Edgefield County) - 08/07/2020,Weather related,Flood,3
BOL,Bolivia,2020,2020-02-06,Bolivia: Flood - Potosi (Cotaigaita) - 06/02/2020,Weather related,Flood,780
USA,United States,2020,2020-07-11,USA: Wildfire (Power) - California (Madera County) - 11/07/2020,Weather related,Wildfire,3
DZA,Algeria,2020,2020-07-10,Algeria: Wildfire - Tizi Ouzou (Boghni/Tala Guilef) - 10/07/2020,Weather related,Wildfire,6
CHL,Chile,2020,2020-06-28,"Chile: Floods - Coquimbo, Valparaiso, Maule and Bio Bio - 28/06/2020",Weather related,Flood,210
CHL,Chile,2020,2020-06-19,"Chile: Floods - O´Higgins, Maule, Ñuble y Biobío - 19/06/2020",Weather related,Flood,32
USA,United States,2020,2020-07-08,USA: Wildfire (Mammoth) - Utah (Juab County) - 08/07/2020,Weather related,Wildfire,3
IND,India,2020,2020-06-15,India: Flood [monsoon] - Uttarakhand - 15/06/2020,Weather related,Flood,470
IND,India,2020,2020-05-01,India: Flood [monsoon] - Arunachal Pradesh - 01/05/2020,Weather related,Flood,680
KOR,"Korea, Rep.",2020,2020-07-23,"South Korea: Flash Flooding - Busan, North Gyeongsang, Incheon, Ulsan, Gyeonggi - 23/07/2020",Weather related,Flood,260
IND,India,2021,2021-11-30,India: Flood - Puducherry - 30/11/2021,Weather related,Flood,220
NGA,Nigeria,2020,2020-08-03,Nigeria: (Wind)storm - Borno (NYSC camp/Maiduguri Metropolitan Council) - 03/08/2020,Weather related,Storm,770
IDN,Indonesia,2020,2020-07-08,Indonesia: Flood - Southeast Sulawesi (North Konawe Regency) - 08/07/2020,Weather related,Flood,1200
CHL,Chile,2020,2020-06-11,Chile: Landslide -  Los Lagos (Puerto Montt) - 11/06/2020,Weather related,Mass Movement,6
VNM,Vietnam,2020,2020-07-16,Viet Nam: Thunderstrom (Heavy Rain) - Mekong Delta ( An Giang) - 16/07/2020,Weather related,Storm,11
VNM,Vietnam,2020,2020-07-17,"Viet Nam: Thunderstrom (Heavy Rain) - Northwest, North East (Lai Chau, Tuyen Quang) - 17/07/2020",Weather related,Storm,14
PER,Peru,2020,2020-09-10,Peru: Strong Winds - Huanuco (Luyando) - 10/09/2020,Weather related,Storm,27
CHL,Chile,2020,2020-07-20,Chile: Landslide - Valparaiso - 20/07/2020,Weather related,Mass Movement,3
CHL,Chile,2020,2020-02-02,Chile: Chada Wildfire - Araucania (Pitrufquén) - 02/02/2020,Weather related,Wildfire,21
IDN,Indonesia,2020,2020-07-11,"Indonesia: Flood - South Kalimantan (Tanah Laut, Kotabaru, Tanah Bumbu Regencies) - 11/07/2020",Weather related,Flood,7200
MYS,Malaysia,2020,2020-07-07,Malaysia: Flash flood - Penang (Tasek Junjong) - 07/07/2020,Weather related,Flood,31
CZE,Czech Republic,2020,2020-06-20,Czech Republic: Floods - Liberec - 20/06/2020,Weather related,Flood,10
NGA,Nigeria,2020,2020-01-01,Nigeria: Floods - Kwara - 01/01/2020,Weather related,Flood,7700
URY,Uruguay,2020,2020-01-08,Uruguay: Wildfire -  Las Piedras -  08/01/2020,Weather related,Wildfire,2
IDN,Indonesia,2020,2020-07-15,Indonesia: Flood - Southeast Sulawesi (Konawe Regency) - 15/07/2020,Weather related,Flood,4000
IDN,Indonesia,2020,2020-07-10,Indonesia: Flood - Maluku (Buru Regency) - 10/07/2020,Weather related,Flood,55
IND,India,2020,2020-10-01,India: Flood [monsoon] - Kerala - 01/10/2020,Weather related,Flood,5
FRA,France,2020,2020-10-28,France: Tornado -  Hauts-de-France (Hangest-en-Santerre) - 28/09/2020,Weather related,Storm,28
NZL,New Zealand,2020,2020-07-17,"New Zealand: Floods - Northland (Whangarei), Gisborne - 17/07/2020",Weather related,Flood,38
USA,United States,2020,2020-07-11,USA: Wildfire (Road 11) - Washington (Douglas County) - 11/07/2020,Weather related,Wildfire,330
USA,United States,2020,2020-07-13,USA: Wildfire (Elephant Butte) - Colorado (Jefferson County) - 13/07/2020,Weather related,Wildfire,2600
CHN,China,2020,2020-07-10,China: Landslide - Guizhou (Zhongping) - 10/07/2020,Weather related,Mass Movement,280
VNM,Vietnam,2020,2020-08-01,Viet Nam: Thunderstorms - Southeast (Tay Ninh province) - 01/08/2020,Weather related,Storm,18
PER,Peru,2020,2020-10-19,Peru: Strong Winds - San Martin (Alto Saposoa) - 19/10/2020,Weather related,Storm,27
MYS,Malaysia,2020,2020-07-13,Malaysia: Flash flood - Negeri Sembilan - 13/07/2020,Weather related,Flood,510
ARG,Argentina,2020,2020-07-21,Argentina: Floods - Cipolletti - 21/07/2020,Weather related,Flood,10
MYS,Malaysia,2020,2020-07-13,Malaysia: Flood - Pahang (Kuala Lipis) - 13/07/2020,Weather related,Flood,180
MYS,Malaysia,2020,2020-07-13,Malaysia: Flood - Selangor (Sepang) - 13/07/2020,Weather related,Flood,14
GRC,Greece,2020,2020-07-22,Greece: Wildfire - Peolonnese Region - 22/07/2020,Weather related,Wildfire,4000
COL,Colombia,2020,2020-09-13,Colombia: Landslide - Magdalena (Santa Marta) - 13/09/2020,Weather related,Mass Movement,140
PER,Peru,2020,2020-10-19,Peru: Strong Winds - San Martin (Pardo Miguel) - 19/10/2020,Weather related,Storm,3
AFG,Afghanistan,2020,2020-08-01,"Afghanistan: Flash floods - Nangharar (Kuz Kunar), Parwan (Charikar) - 01/08/2020",Weather related,Flood,1000
COL,Colombia,2020,2020-09-04,Colombia: Flood - Huila (Sueza) - 04/09/2020,Weather related,Flood,150
COL,Colombia,2020,2020-07-13,Colombia: Floods - Magdalena (Santa Marta) - 13/07/2020,Weather related,Flood,89
COL,Colombia,2020,2020-07-09,Colombia: Floods - Antioquia (Rionegro) - 09/07/2020,Weather related,Flood,15
COL,Colombia,2020,2020-08-29,Colombia: Landslide - Antioquia (Copacabana) - 29/08/2020,Weather related,Mass Movement,37
HUN,Hungary,2020,2020-06-14,Hungary: Floods - Fejér - 14/06/2020,Weather related,Flood,14
PER,Peru,2020,2020-10-05,Peru: Floods - Puno (Sandia) - 05/10/2020,Weather related,Storm,3
PER,Peru,2020,2020-10-19,Peru: Strong Winds - San Martin (Jepelacio) - 19/10/2020,Weather related,Storm,3
MMR,Myanmar,2020,2020-07-05,Myanmar: Flash flood - Rakhine (Myebon) - 05/07/2020,Weather related,Flood,400
PER,Peru,2020,2020-08-30,Peru: Strong Winds - San Martin (Nueva Cajamarca) - 30/08/2020,Weather related,Storm,10
USA,United States,2020,2020-08-02,USA: Wildfire (Falling Star) - Montana (Stillwater and Yellowstone Counties) - 02/08/2020,Weather related,Wildfire,300
TUR,Türkiye,2020,2020-06-13,Turkey: Earthquake - Bingol - 13/06/2020,Geophysical,Earthquake,36
USA,United States,2020,2020-07-13,USA: Wildfire (Mineral) - California (Fresno County) - 13/07/2020,Weather related,Wildfire,13
IDN,Indonesia,2020,2020-07-13,Indonesia: Flood - South Sulawesi (North Luwu Regency) - 12/07/2020,Weather related,Flood,14000
IDN,Indonesia,2020,2020-07-12,Indonesia: Flood - West Kalimantan (Sintang Regency) - 12/07/2020,Weather related,Flood,220
NGA,Nigeria,2020,2020-07-20,Nigeria: Floods - Kaduna (Chikun) - 20/07/2020,Weather related,Flood,360
NGA,Nigeria,2020,2020-10-05,Nigeria: Floods - Plateau (Shendam) - 05/10/2020,Weather related,Flood,290
VNM,Vietnam,2020,2020-07-20,"Viet Nam: Floods, Landslide - Northeast (Ha Giang Province) - 20/07/2020",Weather related,Flood,7
AFG,Afghanistan,2020,2020-07-10,Afghanistan: Floods (Matun) - Khost - 08/07/2020,Weather related,Flood,52
AFG,Afghanistan,2020,2020-07-13,"Afghanistan: Floods - Panshjer, Parwan - 13/07/2020",Weather related,Flood,22
AFG,Afghanistan,2020,2020-07-01,Afghanistan: Dam release flood - Herat (Obe) - 01/07/2020,Weather related,Flood,74
AUS,Australia,2020,2020-07-27,Australia: Coastal erosion - NSW (Sussex Inlet) - 28/07/2020,Weather related,Mass Movement,52
IDN,Indonesia,2020,2020-07-27,Indonesia: Flood - Aceh (Aceh Jaya) - 27/07/2020,Weather related,Flood,78
ITA,Italy,2020,2020-08-06,Italy: Avalanche risk - Aosta Valley  - 06/08/2020,Weather related,Mass Movement,15
TTO,Trinidad and Tobago,2020,2020-07-25,Trinidad and Tobago: Tropical Storm Gonzalo - 25/07/2020,Weather related,Storm,12
USA,United States,2020,2020-07-31,"USA: Wildfire (Apple) - California (Riverside and San Bernardino Counties, and Morongo Band of Mission Tribe) - 31/07/2020",Weather related,Wildfire,10000
FRA,France,2020,2020-09-19,France: Floods - Occitanie (Anduze) - 19/09/2020,Weather related,Flood,3400
MEX,Mexico,2020,2020-06-02,USA; Mexico: Tropical Storm Cristobal - 7 States (SouthEast) - 02/06/2020,Weather related,Storm,6000
USA,United States,2020,2020-06-02,USA; Mexico: Tropical Storm Cristobal - 7 States (SouthEast) - 02/06/2020,Weather related,Storm,2900
USA,United States,2020,2020-07-21,USA: Wildfire (Rock Farm) - Nevada (Washoe County) - 21/07/2020,Weather related,Wildfire,650
USA,United States,2020,2020-08-02,USA: Wildfire (North) - Nevada (Washoe County) - 02/08/2020,Weather related,Wildfire,250
VNM,Vietnam,2020,2020-09-18,"Viet Nam: Thunderstorm - Mekong Delta (Ca Mau, Kien Giang) - 18/09/2020",Weather related,Storm,61
USA,United States,2020,2020-07-25,USA: Hurricane Douglas - Hawaii - 25/07/2020,Weather related,Storm,420
USA,United States,2020,2020-07-19,"USA: Flooding - Missouri (Jefferson City, Cole County) - 19/07/2020",Weather related,Flood,9
USA,United States,2020,2020-07-15,"USA: Flood - Illinois (Roanoke, Woodford County) - 15/07/2020",Weather related,Flood,14
USA,United States,2020,2020-07-18,USA: Storm - North Carolina (Wake County) - 18/07/2020,Weather related,Storm,3
MEX,Mexico,2020,2020-09-13,Mexico: Floods - Durango (Mapimí) - 13/08/2020,Weather related,Flood,49
UKR,Ukraine,2020,2020-07-06,Ukraine: Forest fire - Luhansk (Novoaydarsky) - 06/07/2020,Weather related,Wildfire,30
ZMB,Zambia,2020,2020-03-01,Zambia: Floods - Luapula province (Samfya) - 01/03/2020,Weather related,Flood,1500
COD,"Congo, Dem. Rep.",2020,2020-01-01,"DRC: Floods - Tanganyika (Kabalo, Kongolo) - 01/01/2020",Weather related,Flood,34000
BGD,Bangladesh,2020,2020-06-17,Bangladesh: Landslides - Chittagong (Cox's Bazar) - 17/06/2020,Weather related,Mass Movement,2000
FRA,France,2020,2020-07-31,France: Wildfire - Aveyron(Olemps) - 31/07/2020,Weather related,Wildfire,50
DOM,Dominican Republic,2020,2020-07-30,"Haiti, Dominican Republic, The Bahamas, Cuba, Puerto Rico, USA: Hurricane Isaias - 30/07/2020",Weather related,Storm,5500
HTI,Haiti,2020,2020-07-30,"Haiti, Dominican Republic, The Bahamas, Cuba, Puerto Rico, USA: Hurricane Isaias - 30/07/2020",Weather related,Storm,12000
PRI,Puerto Rico,2020,2020-07-30,"Haiti, Dominican Republic, The Bahamas, Cuba, Puerto Rico, USA: Hurricane Isaias - 30/07/2020",Weather related,Storm,58
USA,United States,2020,2020-07-30,"Haiti, Dominican Republic, The Bahamas, Cuba, Puerto Rico, USA: Hurricane Isaias - 30/07/2020",Weather related,Storm,4300
ISR,Israel,2020,2020-08-03,"Israel: Forest Fire - Jerusalem (Ein Kerem, 'Swedish Village' compound) - 03/08/2020",Weather related,Wildfire,200
IDN,Indonesia,2020,2020-07-31,Indonesia: Flood - North Sulawesi (South Bolaang Mongondow) - 31/07/2020,Weather related,Flood,530
MLI,Mali,2020,2020-07-01,"Mali: Floods - Gao, Mopti, Ségou, Sikasso - 01/06/2020",Weather related,Flood,6200
ZMB,Zambia,2020,2020-04-12,Zambia: Floods - Luapula province - 12/04/2020,Weather related,Flood,2600
NGA,Nigeria,2020,2020-08-02,Nigeria: (Wind)storm - Borno (Jere LGA) - 02/08/2020,Weather related,Storm,340
FRA,France,2020,2020-08-05,France: Bushfire - Bouches-du-Rhône (Marseille) - 05/08/2020,Weather related,Wildfire,2700
IDN,Indonesia,2020,2020-07-24,"Indonesia: Flood - North Sulawesi (West Dumoga, Central Dumoga, and North Dumoga - Bolaang Mongondow Regency) - 24/07/2020",Weather related,Flood,900
IND,India,2020,2020-06-01,India: Cyclone Nisarga - Countrywide - 02/06/2020,Weather related,Storm,170000
USA,United States,2020,2020-07-23,USA: Flooding - Colorado (Yuma County) - 23/07/2020,Weather related,Flood,25
ARG,Argentina,2020,2020-07-22,Argentina: Floods - Rio Negro (Cipolletti) - 22/07/2020,Weather related,Flood,16
MEX,Mexico,2020,2020-07-23,"Mexico, USA: Tropical Storm Hanna - 23/07/2020",Weather related,Storm,1200
USA,United States,2020,2020-07-23,"Mexico, USA: Tropical Storm Hanna - 23/07/2020",Weather related,Storm,1700
VNM,Vietnam,2020,2020-08-02,Viet Nam: Thunderstorms - Mekong Delta (Ca Mau province) - 01/08/2020,Weather related,Storm,240
ARG,Argentina,2020,2020-08-02,"Argentina: Wildfires - Cordoba (San José de La Quintana, Salsipuedes, Copina and Ambul)- 02/08/2020",Weather related,Wildfire,16
IND,India,2020,2020-08-03,India: Flood [monsoon] - Tamil Nadu - August 2020,Weather related,Flood,1400
IDN,Indonesia,2020,2020-08-25,Indonesia: Flood - Maluku (Seram Island) - 25/08/2020,Weather related,Flood,690
PHL,Philippines,2020,2020-09-15,Philippines: Flood - Culasi (Antique) - 15/09/2020,Weather related,Flood,30
USA,United States,2020,2020-10-08,USA: Storm - New York (Herkimer County) - 08/10/2020,Weather related,Storm,5
ARG,Argentina,2020,2020-07-23,Argentina: Floods - Buenos Aires (Mar del Plata) - 23/07/2020,Weather related,Flood,64
